run,split,N,mass_ratio,Q_tag,Q_soft,Q_unsoft,amp_factor,old_metric,new_metric,old_fail,conv_residual,dt,h_over_tcrossE,h_over_tcrossU,max_n_sub,force_evals,min_sep,min_sep_over_eps,jump_share,n_snapshots
cluster_01084.h5,train,5,1,0.696728,0.696735,0.696728,0.651633,0.000607044,0.00039557,False,0,0.01,0.00999977,0.0190102,164,198702,0.0126443,6.32214,0.106788,100
cluster_01085.h5,train,5,1,1.154,1.15403,1.154,0.422984,0.592482,0.25061,True,2.21504e-16,0.01,0.00999902,0.0363472,238,533271,0.000996312,0.498156,0.0325702,157
cluster_01086.h5,train,5,1,1.23926,1.23934,1.23926,0.380331,0.00750253,0.00285345,False,1.51985e-16,0.01,0.00999742,0.0426231,178,153609,0.00234895,1.17448,0.467242,101
cluster_01087.h5,train,5,1,1.29473,1.29476,1.29473,0.352618,0.000572471,0.000201863,False,1.34274e-16,0.01,0.00999869,0.0477515,170,148164,0.0211037,10.5518,0.10583,100
cluster_01088.h5,train,5,1,1.3896,1.38966,1.3896,0.305168,0.00387673,0.00118306,False,0,0.01,0.00999776,0.0593053,175,305319,0.00373791,1.86895,0.238825,101
cluster_01089.h5,train,5,1,1.46237,1.46261,1.46237,0.268696,0.00523832,0.00140751,False,0,0.01,0.00999098,0.0717326,183,488871,0.0045807,2.29035,0.209391,101
cluster_01090.h5,train,5,3,0.35279,0.352792,0.35279,0.823604,0.000582648,0.000479871,False,1.12968e-16,0.01,0.00999988,0.0133788,218,193527,0.0135619,6.78095,0.235903,100
cluster_01091.h5,train,5,3,0.443838,0.443861,0.443838,0.77807,0.00448559,0.0034901,False,0,0.01,0.00999901,0.014569,229,258375,0.00453939,2.2697,0.0752611,107
cluster_01092.h5,train,5,3,0.470581,0.470586,0.470581,0.764707,0.0082104,0.00627855,False,0,0.01,0.0099998,0.0149537,213,367308,0.00534116,2.67058,0.301553,102
cluster_01093.h5,train,5,3,0.609303,0.609319,0.609303,0.695341,0.0665755,0.0462927,True,0,0.01,0.00999946,0.0172457,220,227169,0.00586549,2.93274,0.109604,101
cluster_01094.h5,train,5,3,0.67658,0.676597,0.67658,0.661701,0.278379,0.184204,True,1.50679e-16,0.01,0.00999941,0.0185773,228,158145,0.00230528,1.15264,0.710235,102
cluster_01095.h5,train,5,3,1.12781,1.12784,1.12781,0.436082,0.000548036,0.000238988,False,1.13416e-16,0.01,0.00999906,0.0347222,210,215046,0.00663192,3.31596,0.272764,100
cluster_01096.h5,train,5,3,1.2132,1.21335,1.2132,0.393323,0.013131,0.00516474,False,1.67939e-16,0.01,0.00999507,0.0405192,213,264543,0.00526705,2.63353,0.345638,101
cluster_01097.h5,train,5,3,1.28205,1.28211,1.28205,0.358943,0.0128007,0.00459474,False,0,0.01,0.0099978,0.0464907,224,229206,0.00285449,1.42725,0.385376,102
cluster_01098.h5,train,5,3,1.37708,1.37718,1.37708,0.311411,0.0012776,0.00039786,False,1.36254e-16,0.01,0.00999646,0.0575234,221,157653,0.0428137,21.4069,0.566812,100
cluster_01099.h5,train,5,3,1.45524,1.45553,1.45524,0.272237,0.0146625,0.00399168,False,2.17292e-16,0.01,0.009989,0.0703238,235,448437,0.0036527,1.82635,0.0303877,118
cluster_01100.h5,train,5,7,0.308636,0.308664,0.308636,0.845668,0.0243378,0.0205817,False,0,0.01,0.00999837,0.0128567,263,330456,0.0039458,1.9729,0.115023,106
cluster_01101.h5,train,5,7,0.425359,0.425365,0.425359,0.787317,0.00235694,0.00185566,False,0,0.01,0.00999971,0.0143141,261,381036,0.00534406,2.67203,0.116594,101
cluster_01102.h5,train,5,7,0.477523,0.477536,0.477523,0.761232,0.0657845,0.0500772,True,1.38564e-16,0.01,0.00999947,0.0150557,262,245133,0.00193457,0.967284,0.300225,103
cluster_01103.h5,train,5,7,0.570668,0.570677,0.570668,0.714661,0.0425917,0.0304386,True,0,0.01,0.00999966,0.0165514,257,260046,0.00290691,1.45345,0.34198,102
cluster_01104.h5,train,5,7,0.684117,0.684133,0.684117,0.657934,0.00410839,0.00270305,False,1.60442e-16,0.01,0.00999949,0.0187372,256,363750,0.0198862,9.94309,0.717837,100
cluster_01105.h5,train,5,7,1.17264,1.17272,1.17264,0.413639,0.0014271,0.000590305,False,1.83668e-16,0.01,0.00999735,0.0375796,263,380193,0.00438826,2.19413,0.196607,102
cluster_01106.h5,train,5,7,1.20682,1.20694,1.20682,0.396528,0.0138486,0.00549137,False,1.5795e-16,0.01,0.00999604,0.0400329,267,574239,0.00184186,0.920928,0.0578873,110
cluster_01107.h5,train,5,7,1.27221,1.27233,1.27221,0.363836,6.89316e-05,2.50798e-05,False,0,0.01,0.00999626,0.0455491,219,225504,0.0285013,14.2507,0.0823672,100
cluster_01108.h5,train,5,7,1.39257,1.39273,1.39257,0.303634,0.00240333,0.000729734,False,1.48575e-16,0.01,0.0099942,0.0597341,251,223977,0.00384527,1.92263,0.259136,101
cluster_01109.h5,train,5,7,1.4401,1.44058,1.4401,0.279711,0.000158292,4.4276e-05,False,0,0.01,0.00998213,0.0674774,190,753486,0.022338,11.169,0.0318401,100
cluster_01110.h5,train,5,10,0.370848,0.370855,0.370848,0.814573,0.000169187,0.000137815,False,0,0.01,0.00999967,0.0136016,265,325950,0.0248673,12.4337,0.169741,100
cluster_01111.h5,train,5,10,0.393794,0.393802,0.393794,0.803099,0.000627048,0.000503582,False,2.15298e-16,0.01,0.00999961,0.0138941,244,263475,0.00407388,2.03694,0.311789,101
cluster_01112.h5,train,5,10,0.492798,0.492829,0.492798,0.753586,9.16942e-05,6.90994e-05,False,0,0.01,0.00999875,0.0152843,190,362820,0.0143898,7.19492,0.104414,100
cluster_01113.h5,train,5,10,0.577744,0.577756,0.577744,0.711122,0.0144697,0.0102897,False,0,0.01,0.00999956,0.016675,270,348636,0.00572556,2.86278,0.317773,101
cluster_01114.h5,train,5,10,0.630785,0.630822,0.630785,0.684589,0.00331509,0.00226947,False,0,0.01,0.00999872,0.0176522,273,390786,0.00437612,2.18806,0.170931,104
cluster_01115.h5,train,5,10,1.1438,1.14388,1.1438,0.42806,0.000189586,8.11542e-05,False,1.66997e-16,0.01,0.00999758,0.0356975,261,298545,0.00817269,4.08635,0.191433,100
cluster_01116.h5,train,5,10,1.19635,1.19645,1.19635,0.401775,0.000299714,0.000120417,False,1.12546e-16,0.01,0.00999683,0.0392544,246,314979,0.0182539,9.12695,0.124469,100
cluster_01117.h5,train,5,10,1.32224,1.32237,1.32224,0.338814,0.000140909,4.77421e-05,False,1.41935e-16,0.01,0.00999572,0.050684,192,429231,0.0219955,10.9977,0.208523,100
cluster_01118.h5,train,5,10,1.38372,1.38392,1.38372,0.308042,0.00681192,0.00209836,False,2.06677e-16,0.01,0.00999299,0.0584496,276,508416,0.00337968,1.68984,0.123524,111
cluster_01119.h5,train,5,10,1.47083,1.47106,1.47083,0.264471,0.00111436,0.000294716,False,1.8394e-16,0.01,0.00999108,0.073459,269,544413,0.00390908,1.95454,0.292425,101
cluster_01120.h5,train,7,1,0.305531,0.305533,0.305531,0.847234,0.00721134,0.00610969,False,0,0.01,0.00999988,0.012823,161,182199,0.00215806,1.07903,0.214112,105
cluster_01121.h5,train,7,1,0.456491,0.456497,0.456491,0.771752,0.0208371,0.0160811,False,0,0.01,0.00999974,0.0147493,173,377880,0.00189952,0.94976,0.0368915,138
cluster_01122.h5,train,7,1,0.475954,0.47596,0.475954,0.76202,0.00057381,0.000437255,False,1.23978e-16,0.01,0.00999978,0.0150328,154,443793,0.0192022,9.60108,0.0580119,100
cluster_01123.h5,train,7,1,0.562681,0.562685,0.562681,0.718658,0.0025539,0.00183538,False,0,0.01,0.00999986,0.0164139,153,138297,0.0135811,6.79057,0.527797,100
cluster_01124.h5,train,7,1,0.649029,0.649039,0.649029,0.675481,0.00286811,0.00193735,False,0,0.01,0.00999967,0.0180122,160,265050,0.00534965,2.67483,0.303902,101
cluster_01125.h5,train,7,1,1.13544,1.13547,1.13544,0.432267,0.0026047,0.00112593,False,0,0.01,0.00999927,0.0351836,165,247050,0.00360627,1.80314,0.0789853,113
cluster_01126.h5,train,7,1,1.21365,1.21369,1.21365,0.393153,0.0156551,0.00615487,False,1.40923e-16,0.01,0.00999858,0.0405597,172,191274,0.00442942,2.21471,0.440203,102
cluster_01127.h5,train,7,1,1.26393,1.26398,1.26393,0.36801,0.0111451,0.00410151,False,0,0.01,0.00999849,0.0447863,207,325029,0.00495667,2.47834,0.28896,103
cluster_01128.h5,train,7,1,1.37494,1.375,1.37494,0.312499,0.00799515,0.00249848,False,0,0.01,0.00999786,0.0572314,203,612078,0.00515959,2.5798,0.0843834,110
cluster_01129.h5,train,7,1,1.4337,1.43377,1.4337,0.283116,0.00355084,0.0010053,False,0,0.01,0.0099976,0.0663665,164,223956,0.0114706,5.73532,0.479466,100
cluster_01130.h5,train,7,3,0.328872,0.328875,0.328872,0.835562,0.0076826,0.0064193,False,0,0.01,0.0099998,0.0130925,222,266721,0.00261928,1.30964,0.301918,102
cluster_01131.h5,train,7,3,0.43437,0.434374,0.43437,0.782813,0.000202981,0.000158896,False,1.70583e-16,0.01,0.00999982,0.0144379,190,272886,0.0229059,11.4529,0.239745,100
cluster_01132.h5,train,7,3,0.514653,0.514667,0.514653,0.742666,0.00803566,0.00596782,False,1.4534e-16,0.01,0.00999942,0.0156237,222,334875,0.00306814,1.53407,0.0733302,118
cluster_01133.h5,train,7,3,0.546322,0.546327,0.546322,0.726837,0.000881157,0.000640457,False,1.69286e-16,0.01,0.00999982,0.0161375,218,416733,0.0136649,6.83244,0.0841767,100
cluster_01134.h5,train,7,3,0.62682,0.626826,0.62682,0.686587,0.0208593,0.0143217,False,0,0.01,0.0099998,0.0175771,210,227859,0.00100099,0.500495,0.104888,106
cluster_01135.h5,train,7,3,1.14484,1.14487,1.14484,0.427565,0.00502116,0.00214687,False,0,0.01,0.0099991,0.035765,224,299196,0.00128668,0.643339,0.199466,103
cluster_01136.h5,train,7,3,1.18978,1.18982,1.18978,0.405091,0.0892064,0.0361367,True,0,0.01,0.00999896,0.0387816,227,390525,0.00110446,0.552229,0.065822,118
cluster_01137.h5,train,7,3,1.32168,1.32175,1.32168,0.339126,0.000415745,0.00014099,False,1.92248e-16,0.01,0.00999783,0.0506248,208,354834,0.0176953,8.84763,0.122312,100
cluster_01138.h5,train,7,3,1.38025,1.38032,1.38025,0.309838,0.035841,0.0111049,True,1.56212e-16,0.01,0.00999741,0.0579677,242,873600,0.00182849,0.914246,0.022567,171
cluster_01139.h5,train,7,3,1.4672,1.46729,1.4672,0.266355,0.00652284,0.00173739,False,1.24808e-16,0.01,0.00999666,0.0727214,232,485139,0.00298256,1.49128,0.0949979,119
cluster_01140.h5,train,7,7,0.354332,0.354338,0.354332,0.822831,0.000118342,9.73752e-05,False,0,0.01,0.00999967,0.0133974,270,441195,0.023797,11.8985,0.106284,100
cluster_01141.h5,train,7,7,0.43314,0.433147,0.43314,0.783427,0.000723703,0.000566968,False,0,0.01,0.0099997,0.0144208,258,313308,0.00192865,0.964325,0.265474,101
cluster_01142.h5,train,7,7,0.520198,0.520204,0.520198,0.739898,0.00137422,0.00101678,False,0,0.01,0.00999973,0.015712,255,337800,0.00536529,2.68264,0.171039,101
cluster_01143.h5,train,7,7,0.586665,0.586673,0.586665,0.706663,0.0104498,0.0073845,False,2.34914e-16,0.01,0.00999971,0.0168333,253,417528,0.00420556,2.10278,0.478439,102
cluster_01144.h5,train,7,7,0.657566,0.657583,0.657566,0.671208,0.0160307,0.01076,False,1.6122e-16,0.01,0.0099994,0.0181839,249,624360,0.00201492,1.00746,0.0150636,233
cluster_01145.h5,train,7,7,1.14976,1.14981,1.14976,0.425093,0.000415254,0.000176522,False,1.53551e-16,0.01,0.00999845,0.036075,240,473769,0.0144907,7.24535,0.0616414,100
cluster_01146.h5,train,7,7,1.22697,1.22703,1.22697,0.386484,0.00346135,0.00133776,False,0,0.01,0.00999796,0.0416115,261,605868,0.00437265,2.18632,0.0511099,113
cluster_01147.h5,train,7,7,1.27028,1.27036,1.27028,0.364822,0.000589492,0.00021506,False,1.26035e-16,0.01,0.00999756,0.0453703,259,590436,0.0130729,6.53643,0.0737039,100
cluster_01148.h5,train,7,7,1.40503,1.40514,1.40503,0.297429,0.00123745,0.000368055,False,0,0.01,0.00999597,0.061624,250,309261,0.00591779,2.95889,0.15245,102
cluster_01149.h5,train,7,7,1.49285,1.49302,1.49285,0.253491,0.0300638,0.0076209,True,1.13814e-16,0.01,0.00999333,0.078301,309,540030,0.00147221,0.736104,0.0598788,108
cluster_01150.h5,train,7,10,0.330655,0.33066,0.330655,0.83467,0.00103233,0.000861656,False,1.25828e-16,0.01,0.00999976,0.0131135,260,366672,0.00486551,2.43275,0.316541,100
cluster_01151.h5,train,7,10,0.422421,0.422427,0.422421,0.788787,0.00359352,0.00283452,False,0,0.01,0.00999976,0.0142741,276,507237,0.00261588,1.30794,0.167117,105
cluster_01152.h5,train,7,10,0.513589,0.513597,0.513589,0.743202,0.00383453,0.00284983,False,0,0.01,0.00999968,0.0156072,268,352662,0.00331229,1.65614,0.0927645,107
cluster_01153.h5,train,7,10,0.5701,0.570114,0.5701,0.714943,0.00019096,0.000136526,False,1.98534e-16,0.01,0.0099995,0.0165414,258,362658,0.0145821,7.29106,0.114899,100
cluster_01154.h5,train,7,10,0.64982,0.649846,0.64982,0.675077,0.00962248,0.00649591,False,1.33524e-16,0.01,0.00999912,0.0180273,271,592428,0.0020927,1.04635,0.0293265,116
cluster_01155.h5,train,7,10,1.17052,1.17058,1.17052,0.414712,0.000562247,0.000233171,False,1.16246e-16,0.01,0.00999832,0.0374375,250,517797,0.00331617,1.65809,0.193516,100
cluster_01156.h5,train,7,10,1.23388,1.23398,1.23388,0.383012,0.0111726,0.00427925,False,2.0269e-16,0.01,0.00999704,0.0421749,263,381558,0.00395912,1.97956,0.331361,102
cluster_01157.h5,train,7,10,1.27186,1.27193,1.27186,0.364036,0.00302718,0.001102,False,0,0.01,0.00999779,0.0455185,310,1040982,0.0022113,1.10565,0.208318,101
cluster_01158.h5,train,7,10,1.38724,1.38741,1.38724,0.306297,0.00358284,0.00109741,False,1.97592e-16,0.01,0.009994,0.0589556,264,362268,0.00240254,1.20127,0.270933,103
cluster_01159.h5,train,7,10,1.46475,1.46496,1.46475,0.267519,0.000809368,0.000216521,False,2.50369e-16,0.01,0.00999177,0.0722123,246,646941,0.0113475,5.67373,0.0932146,100
cluster_01160.h5,train,8,1,0.344626,0.344629,0.344626,0.827686,0.0135214,0.0111915,False,0,0.01,0.00999986,0.0132799,240,417351,0.00181501,0.907504,0.0724295,156
cluster_01161.h5,train,8,1,0.444155,0.444159,0.444155,0.77792,0.0117622,0.00915005,False,0,0.01,0.00999984,0.0145744,162,327297,0.00257595,1.28797,0.114784,114
